"","id","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude","longitude","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name","place_county_name","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.canopy.symptoms","field.optional...did.the.tree.have.heat.damage","field.percent.canopy.affected....","field.dieback.percent","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...site.type","field.optional...site.location.description","field.optional...site.area.disturbance.level","field.optional...site.hydrology","field.optional...access.to.water","field.optional...slope.position","field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.","field.optional...timing.of.symptoms.estimate","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.optional...can.we.follow.up.with.you.","field.tree.number..from.google.map..if.applicable","field.notes","Percent.Dieback.Modified","user.estimated.dieback","field.dieback.prop","tree.size.simplified","binary.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","top.dieback","thinning"
"970",73816352,"2021-04-12 6:24:20 PM PDT","2021-04-12","2021-04-13 01:24:20 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-13 04:31:12 UTC","2021-04-14 01:19:49 UTC","research","","https://www.inaturalist.org/observations/73816352","https://static.inaturalist.org/photos/120566656/medium.jpeg",NA,"","",1,0,"false",2,"Citizen Involvement Committee, Oregon City, OR, USA",45.3656944444,-122.594025,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clackamas","Oregon","United States","Oregon","Clackamas","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Urban","Other","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Other","","Area is flat (e.g. field)","No selection","No selection","","No Selection","","About 10 other red cedar perfectly healthy in the Museum area. There was a cool kestrel living in one but didn't get a photo.",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"971",73817066,"2021-04-12 6:33:26 PM PDT","2021-04-12","2021-04-13 01:33:26 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-13 04:40:36 UTC","2021-04-14 00:23:43 UTC","research","","https://www.inaturalist.org/observations/73817066","https://static.inaturalist.org/photos/120567648/medium.jpeg",NA,"","",1,0,"false",2,"Barclay Hills, Oregon City, OR 97045, USA",45.3514638889,-122.5965111111,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clackamas","Oregon","United States","Oregon","Clackamas","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","","1-29% of the canopy is unhealthy",1,"1",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","","Middle of a slope","No selection","Not sure","","No Selection","","Single tree in backyard. Close to my next, unhealthy young observations",1,"No",0.01,"Large","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"972",73817579,"2021-04-12 6:35:51 PM PDT","2021-04-12","2021-04-13 01:35:51 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-13 04:50:08 UTC","2021-04-13 04:50:44 UTC","casual","","https://www.inaturalist.org/observations/73817579","https://static.inaturalist.org/photos/120568574/medium.jpeg",NA,"","",0,0,"true",2,"Barclay Hills, Oregon City, OR 97045, USA",45.3514611111,-122.5964361111,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clackamas","Oregon","United States","Oregon","Clackamas","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Yellowing Canopy","","Healthy, no dieback(0%)",0,"2-3",NA,"Not sure","No selection","Small (can wrap hands around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","","Middle of a slope","No selection","This is the first time I have seen this tree","","No Selection","","Two very new trees. Planted in last year. Both are very unhealthy. Both e",0,"No",0,"Small","Unhealthy","Other","Unhealthy","No","No"
"973",73956266,"2021-04-09 10:56:50 AM PDT","2021-04-09","2021-04-09 17:56:50 UTC","Pacific Time (US & Canada)",2425447,"codyblackketter","Cody Blackketter","2021-04-14 17:16:49 UTC","2021-05-07 02:52:38 UTC","research","","https://www.inaturalist.org/observations/73956266","https://static.inaturalist.org/photos/120814894/medium.jpeg",NA,"","",1,0,"false",2,"Thurston County, US-WA, US",47.03231119,-123.09495145,20,"",NA,NA,20,"","open","false","","","","Thurston","Washington","United States","Washington","Thurston","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Yellowing Canopy","","30-59% of the canopy is unhealthy",30,"More than 10",NA,"Not sure","No selection","No selection","Rural","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Wetland, lots of water","","No selection","","No selection","","No Selection","","",30,"No",0.3,"No Selection","Unhealthy","Other","Unhealthy","No","No"
"974",73956371,"2021-04-09 11:31:17 AM PDT","2021-04-09","2021-04-09 18:31:17 UTC","Pacific Time (US & Canada)",2425447,"codyblackketter","Cody Blackketter","2021-04-14 17:17:38 UTC","2022-01-03 13:04:52 UTC","research","","https://www.inaturalist.org/observations/73956371","https://static.inaturalist.org/photos/120815101/medium.jpeg",NA,"","",2,0,"false",2,"Thurston County, US-WA, US",47.02887894,-123.09284637,9,"",NA,NA,9,"","open","false","","","","Thurston","Washington","United States","Washington","Thurston","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"No","Needle or leaf disease (dieback, checking, blight, etc.)","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","Medium (moderately used trails, etc)","Wetland, lots of water","","No selection","","No selection","","No Selection","","",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"975",73956438,"2021-04-09 11:55:48 AM PDT","2021-04-09","2021-04-09 18:55:48 UTC","Pacific Time (US & Canada)",2425447,"codyblackketter","Cody Blackketter","2021-04-14 17:18:14 UTC","2021-04-16 01:05:34 UTC","research","","https://www.inaturalist.org/observations/73956438","https://static.inaturalist.org/photos/120815248/medium.jpeg",NA,"","",1,0,"false",2,"Thurston County, US-WA, US",47.02858471,-123.09311972,9,"",NA,NA,9,"","open","false","","","","Thurston","Washington","United States","Washington","Thurston","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Multiple Symptoms (please list in Notes)","","30-59% of the canopy is unhealthy",30,"2-3",NA,"No","Needle or leaf disease (dieback, checking, blight, etc.)","Medium (can wrap arms around trunk)","Rural","Inside a forest canopy","Medium (moderately used trails, etc)","Upland or well drained","","Lower slope","","No selection","","No Selection","","",30,"No",0.3,"Medium","Unhealthy","Other","Unhealthy","No","No"
"976",74067486,"Thu Apr 15 2021 10:59:02 GMT-0700 (PDT)","2021-04-15","2021-04-15 17:59:02 UTC","Pacific Time (US & Canada)",3765174,"bcrobyn","Robyn Hanson","2021-04-15 19:02:21 UTC","2021-04-16 03:54:16 UTC","research","","https://www.inaturalist.org/observations/74067486","https://static.inaturalist.org/photos/121010196/medium.jpg",NA,"","",1,0,"false",3,"Bridgeman Rd, Gibsons, BC, CA",49.4231133333,-123.4895333333,NA,"",NA,NA,NA,"","open","false","","","","Sunshine Coast","British Columbia","Canada","British Columbia","Sunshine Coast","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Rural","Inside a forest canopy","Medium (moderately used trails, etc)","Seasonally flooded area","","No selection","No selection","No selection","2","Yes","","",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"977",74110440,"Fri Apr 02 2021 09:34:47 GMT-0700 (PDT)","2021-04-02","2021-04-02 16:34:47 UTC","Pacific Time (US & Canada)",2853295,"joelruss","","2021-04-16 04:07:22 UTC","2021-04-18 05:35:14 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74110440","https://inaturalist-open-data.s3.amazonaws.com/photos/121088874/medium.jpg",NA,"","",1,0,"false",3,"Juan De Fuca Provincial Park, Mesachie Lake, BC, CA",48.4882166667,-124.2905883333,8,"",NA,NA,8,"","open","false","","","","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Very Large (would take many people to wrap arms around trunk)","Other","Inside a forest canopy","None - natural forest, far from development","Seasonally flooded area","","No selection","No","No selection","3","Yes","","",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"978",74111027,"Fri Apr 02 2021 09:33:50 GMT-0700 (PDT)","2021-04-02","2021-04-02 16:33:50 UTC","Pacific Time (US & Canada)",2853295,"joelruss","","2021-04-16 04:17:55 UTC","2021-04-18 05:34:00 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74111027","https://inaturalist-open-data.s3.amazonaws.com/photos/121089948/medium.jpg",NA,"","",1,0,"false",3,"Juan De Fuca Provincial Park, Mesachie Lake, BC, CA",48.4882166667,-124.2906583333,6,"",NA,NA,6,"","open","false","","","","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Very Large (would take many people to wrap arms around trunk)","Other","Urban yard or open park grounds","None - natural forest, far from development","No Selection","","No selection","No selection","No selection","","Yes","","",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"979",74116396,"Sun Apr 11 2021 11:12:50 GMT-0700 (PDT)","2021-04-11","2021-04-11 18:12:50 UTC","Pacific Time (US & Canada)",240978,"marissa6","Marissa Lane-Massee","2021-04-16 06:11:12 UTC","2021-04-18 05:34:13 UTC","research","","https://www.inaturalist.org/observations/74116396","https://static.inaturalist.org/photos/121099024/medium.jpg",NA,"","",1,0,"false",3,"Willamette National Forest, Idanha, OR, US",44.6132207519,-121.9475018111,22,"",NA,NA,22,"","open","false","","","","Linn","Oregon","United States","Oregon","Linn","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","1-29% of the canopy is unhealthy",1,"1",NA,"Yes (please elaborate in Notes, add Picture if possible)","Other (please describe in Notes)","Large (too big to wrap arms around trunk)","Rural","Inside a forest canopy","Low - fairly natural, not much development","Upland or well drained","","Riverbank","Yes (please identify other species in notes)","This is the first time I have seen this tree","2","Yes","","Tree seems to be experiencing some competition with adjacent P. menziesii and T. heterophylla... a small cedar was located among the understory rhododendrons and seemed to be having a hard time. The rhododendrons seemed pretty scraggly too. The soil type is thick, squishy duff next to a river bar. Canopy cover in the area is roughly 70%",1,"No",0.01,"Large","Healthy","Healthy","Healthy","No","No"
"980",74171790,"Fri Apr 16 2021 11:44:31 GMT-0700 (PDT)","2021-04-16","2021-04-16 18:44:31 UTC","Pacific Time (US & Canada)",589010,"e1m2silva","Ellen Silva","2021-04-16 20:20:18 UTC","2022-10-06 19:56:00 UTC","research","","https://www.inaturalist.org/observations/74171790","https://inaturalist-open-data.s3.amazonaws.com/photos/121191345/medium.jpg",NA,"","",1,0,"false",3,"George Himes Park, Portland, OR, US",45.4761720216,-122.6842602064,5,"",NA,NA,5,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","","No Selection","","",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"981",74173604,"2021-04-16 1:40:10 PM PDT","2021-04-16","2021-04-16 20:40:10 UTC","Pacific Time (US & Canada)",4165946,"smorgity","","2021-04-16 20:41:57 UTC","2021-04-19 03:16:39 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/74173604","https://inaturalist-open-data.s3.amazonaws.com/photos/121210209/medium.jpeg",NA,"","",0,0,"false",2,"North Bend, WA 98045, USA",47.43163503,-121.75977463,11,"",NA,NA,11,"","","false","","","","King","Washington","United States","Washington","King","","Plantae","plants","Plantae",47126,"Old Dead Top (needles already gone)","","1-29% of the canopy is unhealthy",1,"0",NA,"Not sure","No selection","Medium (can wrap arms around trunk)","Rural","Forest edge","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","","No Selection","","",1,"No",0.01,"Medium","Unhealthy","Dead Top","Unhealthy","Yes","No"
"982",74182596,"2021-04-15 12:36:14 PM PDT","2021-04-15","2021-04-15 19:36:14 UTC","Pacific Time (US & Canada)",3359967,"shaunadoll","Shauna Doll","2021-04-16 22:20:55 UTC","2021-05-07 23:10:58 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74182596","https://inaturalist-open-data.s3.amazonaws.com/photos/121210079/medium.jpeg",NA,"","062",1,0,"false",2,"Pender Island, BC V0N 2M1, Canada",48.80703317,-123.28180188,11,"",NA,NA,11,"","open","false","","","","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","","1-29% of the canopy is unhealthy",1,"2-3",NA,"No","No selection","Large (too big to wrap arms around trunk)","Rural","Forest edge","Low - fairly natural, not much development","Upland or well drained","","Lower slope","No selection","Not sure","","No Selection","","",1,"No",0.01,"Large","Unhealthy","Other","Unhealthy","No","No"
"983",74182740,"2021-04-16 3:21:18 PM PDT","2021-04-16","2021-04-16 22:21:18 UTC","Pacific Time (US & Canada)",4165946,"smorgity","","2021-04-16 22:22:44 UTC","2021-04-19 03:22:32 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/74182740","https://inaturalist-open-data.s3.amazonaws.com/photos/121210430/medium.jpeg",NA,"","",0,0,"false",2,"North Bend, WA 98045, USA",47.43098299,-121.74289186,3,"",NA,NA,3,"","","false","","","","King","Washington","United States","Washington","King","","Plantae","plants","Plantae",47126,"Thinning Canopy","","30-59% of the canopy is unhealthy",30,"4-6",NA,"Not sure","No selection","No selection","Rural","Inside a forest canopy","Low - fairly natural, not much development","No Selection","","No selection","No selection","No selection","","No Selection","","",30,"No",0.3,"No Selection","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"984",74182835,"2021-04-16 3:22:50 PM PDT","2021-04-16","2021-04-16 22:22:50 UTC","Pacific Time (US & Canada)",4165946,"smorgity","","2021-04-16 22:24:00 UTC","2021-04-19 03:15:44 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/74182835","https://inaturalist-open-data.s3.amazonaws.com/photos/121213470/medium.jpeg",NA,"","",0,0,"false",2,"North Bend, WA 98045, USA",47.43101293,-121.74289305,4,"",NA,NA,4,"","","false","","","","King","Washington","United States","Washington","King","","Plantae","plants","Plantae",47126,"Thinning Canopy","","30-59% of the canopy is unhealthy",30,"4-6",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Rural","Inside a forest canopy","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","","No Selection","","",30,"No",0.3,"Large","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"985",74198582,"2021-04-15 5:17:52 PM PDT","2021-04-15","2021-04-16 00:17:52 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-17 01:38:43 UTC","2022-05-07 19:21:49 UTC","research","","https://www.inaturalist.org/observations/74198582","https://static.inaturalist.org/photos/121239982/medium.jpeg",NA,"","",1,0,"false",2,"Manzanita, OR, USA",45.7195722222,-123.931375,NA,"",NA,NA,NA,"","open","false","gps","gps","","Tillamook","Oregon","United States","Oregon","Tillamook","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"No","No selection","Medium (can wrap arms around trunk)","Suburban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","15","No Selection","","On the coast. A few other trees in the town but not around this one.",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"986",74202666,"2021-04-16 12:18:31 PM PDT","2021-04-16","2021-04-16 19:18:31 UTC","Pacific Time (US & Canada)",2425447,"codyblackketter","Cody Blackketter","2021-04-17 02:40:56 UTC","2022-08-21 03:31:20 UTC","research","","https://www.inaturalist.org/observations/74202666","https://static.inaturalist.org/photos/121247522/medium.jpeg",NA,"","800m elevation",1,0,"false",2,"Mason County, Olympic, Olympic National Park, US-WA, US",47.56667279,-123.35965555,7,"",NA,NA,7,"","open","false","","","","Mason","Washington","United States","Washington","Mason","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","","1-29% of the canopy is unhealthy",1,"4-6",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Rural","Forest edge","Medium (moderately used trails, etc)","Upland or well drained","","Middle of a slope","Yes (please identify other species in notes)","No selection","180","Yes","","some large dead tsuga nearby",1,"No",0.01,"Large","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"987",74202711,"2021-04-16 1:00:28 PM PDT","2021-04-16","2021-04-16 20:00:28 UTC","Pacific Time (US & Canada)",2425447,"codyblackketter","Cody Blackketter","2021-04-17 02:41:25 UTC","2022-01-03 13:14:44 UTC","research","","https://www.inaturalist.org/observations/74202711","https://static.inaturalist.org/photos/121247837/medium.jpeg",NA,"","Open canopy, dramatically yellowing/thin",1,0,"false",2,"Mason County, Olympic, Olympic National Park, US-WA, US",47.56558488,-123.3683759,5,"",NA,NA,5,"","open","false","","","","Mason","Washington","United States","Washington","Mason","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Yellowing Canopy","","30-59% of the canopy is unhealthy",30,"1",NA,"Not sure","No selection","Medium (can wrap arms around trunk)","Rural","Forest edge","Medium (moderately used trails, etc)","Upland or well drained","","No selection","No selection","No selection","","No Selection","","",30,"No",0.3,"Medium","Unhealthy","Other","Unhealthy","No","No"
"988",74203159,"2021-04-16 4:30:07 PM PDT","2021-04-16","2021-04-16 23:30:07 UTC","Pacific Time (US & Canada)",2425447,"codyblackketter","Cody Blackketter","2021-04-17 02:49:11 UTC","2021-04-18 18:17:39 UTC","research","","https://www.inaturalist.org/observations/74203159","https://static.inaturalist.org/photos/121248622/medium.jpeg",NA,"","Bark gone / animal damage on 30% circumference of base. Top thin / yellowing",1,0,"false",2,"Mason County, Olympic, Olympic National Park, US-WA, US",47.53146465,-123.36108681,10,"",NA,NA,10,"","open","false","","","","Mason","Washington","United States","Washington","Mason","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","","30-59% of the canopy is unhealthy",30,"1",NA,"No","Inner stem decay (rot, hollow center, etc.)","Very Large (would take many people to wrap arms around trunk)","Rural","Forest edge","Medium (moderately used trails, etc)","Upland or well drained","","Middle of a slope","No selection","No selection","","No Selection","","",30,"No",0.3,"Large","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"989",74258933,"Sat Apr 17 2021 10:20:10 GMT-0700 (PDT)","2021-04-17","2021-04-17 17:20:10 UTC","Pacific Time (US & Canada)",4120147,"jdunster","","2021-04-17 17:23:37 UTC","2022-02-17 21:24:29 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74258933","https://inaturalist-open-data.s3.amazonaws.com/photos/121351017/medium.jpg",NA,"","",1,0,"false",3,"Capital, CA-BC, CA",48.5078903055,-123.3717292362,6,"",NA,NA,6,"","open","false","","","Saanich, British Columbia","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Tree is dead","","tree is dead",100,"More than 10",NA,"Not sure","","","","","","","","","","","","","","",100,"No",1,"","Unhealthy","Tree is Dead","Dead","No","No"
"990",74265847,"2021-04-17","2021-04-17","","Pacific Time (US & Canada)",4120147,"jdunster","","2021-04-17 18:14:40 UTC","2022-02-11 16:07:52 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74265847","https://inaturalist-open-data.s3.amazonaws.com/photos/121357001/medium.jpeg",NA,"","",2,0,"false",NA,"Saanich",48.508582,-123.37185,44,"",NA,NA,44,"","open","false","","","Saanich, British Columbia","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Tree is dead","","tree is dead",100,"7-10",NA,"Not sure","No selection","Medium (can wrap arms around trunk)","Suburban","Inside a forest canopy","Low - fairly natural, not much development","Upland or well drained","","Middle of a slope","No selection","No selection","","Yes","","Pocket park remnant forest",100,"No",1,"Medium","Unhealthy","Tree is Dead","Dead","No","No"
"991",74266354,"2021-04-17 10:25:57","2021-04-17","2021-04-17 17:25:57 UTC","Pacific Time (US & Canada)",4120147,"jdunster","","2021-04-17 18:18:01 UTC","2022-02-10 17:03:48 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74266354","https://inaturalist-open-data.s3.amazonaws.com/photos/121357826/medium.jpeg",NA,"","",2,0,"false",NA,"Saanich",48.504326,-123.370267,11,"",NA,NA,11,"","open","false","","","Saanich, British Columbia","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Tree is dead","","tree is dead",100,"2-3",NA,"Not sure","No selection","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","Medium (moderately used trails, etc)","Upland or well drained","","Middle of a slope","No selection","No selection","","Yes","","",100,"No",1,"Medium","Unhealthy","Tree is Dead","Dead","No","No"
"992",74266893,"2021-04-17 10:25:57","2021-04-17","2021-04-17 17:25:57 UTC","Pacific Time (US & Canada)",4120147,"jdunster","","2021-04-17 18:21:43 UTC","2022-02-07 17:32:05 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74266893","https://inaturalist-open-data.s3.amazonaws.com/photos/121358717/medium.jpeg",NA,"","",1,0,"false",NA,"Saanich",48.504326,-123.370267,11,"",NA,NA,11,"","open","false","","","Saanich, British Columbia","Capital","British Columbia","Canada","British Columbia","Capital","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Tree is dead","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Small (can wrap hands around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","Area is flat (e.g. field)","No selection","No selection","","No Selection","","",0,"No",0,"Small","Unhealthy","Tree is Dead","Dead","No","No"
"993",74274529,"2021-04-16 7:05:09 PM PDT","2021-04-16","2021-04-17 02:05:09 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-17 19:14:05 UTC","2022-05-07 19:09:22 UTC","research","","https://www.inaturalist.org/observations/74274529","https://static.inaturalist.org/photos/121370546/medium.jpeg",NA,"","",1,0,"false",2,"Park Place, Oregon City, OR 97045, USA",45.3677083333,-122.5765472222,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clackamas","Oregon","United States","Oregon","Clackamas","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","Middle of a slope","No selection","No selection","20","No Selection","","In a neighbors back yard, right across the street from my house. In ver",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"994",74292996,"2021-04-17 1:58:32 PM PDT","2021-04-17","2021-04-17 20:58:32 UTC","Pacific Time (US & Canada)",3352889,"mylodon","","2021-04-17 21:27:23 UTC","2022-06-15 22:48:12 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74292996","https://inaturalist-open-data.s3.amazonaws.com/photos/121402336/medium.jpeg",NA,"","",1,0,"false",2,"Skagit County, US-WA, US",48.36163769,-122.5278773,21,"",NA,NA,21,"","open","false","","","","Skagit","Washington","United States","Washington","Skagit","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Old Dead Top (needles already gone)","","60-99% of the canopy is unhealthy",60,"1",NA,"Not sure","","","","","","","","","","","","","","",60,"No",0.6,"","Unhealthy","Dead Top","Unhealthy","Yes","No"
"995",74297110,"Sat Apr 17 2021 14:58:32 GMT-0700 (PDT)","2021-04-17","2021-04-17 21:58:32 UTC","Pacific Time (US & Canada)",3280040,"dgerman","","2021-04-17 21:59:31 UTC","2021-05-01 00:00:07 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/74297110","https://inaturalist-open-data.s3.amazonaws.com/photos/121947107/medium.jpg",NA,"","",1,0,"false",3,"SW Cascade Dr, Portland, OR, US",45.5170136374,-122.7135728031,23,"",NA,NA,23,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"996",74307649,"2021-04-17 3:03:08 PM PDT","2021-04-17","2021-04-17 22:03:08 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-17 23:24:25 UTC","2022-10-02 00:54:07 UTC","research","","https://www.inaturalist.org/observations/74307649","https://static.inaturalist.org/photos/121428101/medium.jpeg",NA,"","",1,0,"false",2,"West Minnehaha, Vancouver, WA, USA",45.6488055556,-122.6608333333,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"No","No selection","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","5","No Selection","","On the side of a highway.
based on the surrounding area, a population of homeless live beneath it.",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"997",74313531,"2021-04-17 3:03:08 PM PDT","2021-04-17","2021-04-17 22:03:08 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2021-04-18 00:18:21 UTC","2022-10-02 00:54:03 UTC","research","","https://www.inaturalist.org/observations/74313531","https://static.inaturalist.org/photos/121438653/medium.jpeg",NA,"","",1,0,"false",2,"West Minnehaha, Vancouver, WA, USA",45.6488055556,-122.6608333333,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","No Selection","","No selection","No selection","No selection","10","No Selection","","On the side of a highway.",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
