,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field.tree.canopy.symptoms,field.optional...did.the.tree.have.heat.damage,field.percent.canopy.affected....,field.dieback.percent,field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.,field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy,field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.,field.optional...what..other.factors..were.observed.,field.optional...tree.size,field.optional...site.type,field.optional...site.location.description,field.optional...site.area.disturbance.level,field.optional...site.hydrology,field.optional...access.to.water,field.optional...slope.position,field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.,field.optional...timing.of.symptoms.estimate,field.optional...estimated.time.spent.to.make.this.observation....of.minutes.,field.optional...can.we.follow.up.with.you.,field.notes,binary.tree.canopy.symptoms,reclassified.tree.canopy.symptoms,period-all-dist,period-all-nfeat-id,period-all-nfeat-period,period-eph-dist,period-eph-nfeat-id,period-eph-nfeat-period,period-int-dist,period-int-nfeat-id,period-int-nfeat-period,period-min-eph-dist,period-min-eph-nfeat-id,period-min-eph-nfeat-period,period-min-int-dist,period-min-int-nfeat-id,period-min-int-nfeat-period,period-per-dist,period-per-nfeat-id,period-per-nfeat-period,period-unk-dist,period-unk-nfeat-id,period-unk-nfeat-period
913,88182512,2021-07-22 14:53:40,2021-07-22,2021-07-22 14:53:40 UTC,UTC,3194356,dominicmoceri,Dominic Moceri,2021-07-22 21:59:38 UTC,2023-01-09 20:33:00 UTC,research,,https://www.inaturalist.org/observations/88182512,https://static.inaturalist.org/photos/145463098/medium.jpeg,NA,,Healthy amongst other healthy trees,1,0,false,2,"Deming, WA 98244, USA",48.8018609223,-122.198241502,9,,NA,NA,9,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,No selection,Rural,Forest edge,"Low - fairly natural, not much development",No Selection,,No selection,No selection,No selection,0,No Selection,,Healthy,Healthy,94.4531642419156,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,37224.20440211681,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,720.2901148001393,line:128829878,Intermittent,94.4531642419156,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,94.4531642419156,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,94.4531642419156,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,22305.33935629693,line:81214FA4-4B7B-4BA4-93FF-EEF0F445185A,Unknown
915,88343303,2021-07-23 20:04:22,2021-07-23,2021-07-24 03:04:22 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-07-24 03:10:52 UTC,2021-07-24 14:20:58 UTC,research,,https://www.inaturalist.org/observations/88343303,https://static.inaturalist.org/photos/145749496/medium.jpeg,NA,,Heat stress,1,0,false,2,"Deming, WA 98244, USA",48.7800531774,-122.1823584661,21,,NA,NA,21,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Other (please describe in Notes),Yes (please include photo),1-29% of the canopy is unhealthy,NA,2-3,100,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",No Selection,,No selection,No selection,No selection,,No Selection,,Unhealthy,Other,104.65781735972034,line:165973839,Perennial,39350.39458849684,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,212.94912898009434,line:165973826,Intermittent,104.65781735972034,line:165973839,Perennial,104.65781735972034,line:165973839,Perennial,104.65781735972034,line:165973839,Perennial,24745.59362780491,line:81214FA4-4B7B-4BA4-93FF-EEF0F445185A,Unknown
916,88449289,2021-07-24 14:06:40,2021-07-24,2021-07-24 21:06:40 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-07-24 21:10:40 UTC,2021-12-02 19:39:07 UTC,research,,https://www.inaturalist.org/observations/88449289,https://static.inaturalist.org/photos/145934287/medium.jpeg,NA,,Healthy surrounded by healthy. Slight heat stress,1,0,false,2,"Acme, WA 98220, USA",48.6809383518,-122.2773599625,5,,NA,NA,5,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,82.71277514832882,line:165169406,Intermittent,40468.38359252536,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,82.71277514832882,line:165169406,Intermittent,82.71277514832882,line:165169406,Intermittent,82.71277514832882,line:165169406,Intermittent,1000.8956507794481,line:152291663,Perennial,15948.78244748195,line:{619B6D66-73E6-45FE-B230-38F1500420B4},Unknown
919,88639769,2021-07-17,2021-07-17,,Pacific Time (US & Canada),4639627,zhanranshi,,2021-07-26 02:13:48 UTC,2022-01-24 19:05:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88639769,https://inaturalist-open-data.s3.amazonaws.com/photos/146274125/medium.jpeg,NA,,,1,0,false,NA,Guy Richardson Park,49.106195,-122.755468,21,,NA,NA,21,,open,false,,,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,0,No,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,No selection,Not sure,No selection,,No Selection,,Healthy,Healthy,887.7873502807211,line:ADF50CE6-32A6-4E3C-8758-1F408F08BD43,Unknown,19262.46180224736,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,1803.2698821798056,polygon:D8F088E1-F8B4-4AD2-ABDF-4C39C2EB587B,Intermittent,1803.2698821798056,polygon:D8F088E1-F8B4-4AD2-ABDF-4C39C2EB587B,Intermittent,1803.2698821798056,polygon:D8F088E1-F8B4-4AD2-ABDF-4C39C2EB587B,Intermittent,7328.9519181333035,line:17E1AAE1-FCA1-4208-B4BA-2D3686CBAE4D,Perennial,887.7873502807211,line:ADF50CE6-32A6-4E3C-8758-1F408F08BD43,Unknown
920,88744515,Sun Jul 25 2021 12:18:17 GMT-0700 (PDT),2021-07-25,2021-07-25 19:18:17 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-07-26 21:45:52 UTC,2021-12-10 21:55:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88744515,https://inaturalist-open-data.s3.amazonaws.com/photos/146461719/medium.jpg,NA,,,1,0,false,3,"SE Enumclaw Chinook Pass Rd, Enumclaw, WA, US",47.1524416667,-121.681795,17,,NA,NA,17,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"Low - fairly natural, not much development",Upland or well drained,,Floodplain or valley bottom,No selection,No selection,,No Selection,,Healthy,Healthy,17.35527901365613,polygon:{A2010FDE-4AC1-44BD-AB63-94AC93772FCC},Perennial,24699.057932191565,line:{6E3923DC-4168-4926-B466-8EA8B825C665},Ephemeral,377.6359840086792,line:165492702,Intermittent,17.35527901365613,polygon:{A2010FDE-4AC1-44BD-AB63-94AC93772FCC},Perennial,17.35527901365613,polygon:{A2010FDE-4AC1-44BD-AB63-94AC93772FCC},Perennial,17.35527901365613,polygon:{A2010FDE-4AC1-44BD-AB63-94AC93772FCC},Perennial,1101.1313794575074,line:165494651,Unknown
921,88771264,2021-07-26 15:40:46,2021-07-26,2021-07-26 15:40:46 UTC,UTC,3194356,dominicmoceri,Dominic Moceri,2021-07-27 02:06:43 UTC,2022-06-29 04:22:43 UTC,research,,https://www.inaturalist.org/observations/88771264,https://static.inaturalist.org/photos/146511841/medium.jpeg,NA,,Healthy,1,0,false,2,"Deming, WA 98244, USA",48.8537030857,-121.7949066684,177,,NA,NA,177,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,0,No Selection,,Healthy,Healthy,115.6232867471083,line:165966836,Intermittent,63952.149479382155,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,115.6232867471083,line:165966836,Intermittent,115.6232867471083,line:165966836,Intermittent,115.6232867471083,line:165966836,Intermittent,765.5523491038253,line:{17D52694-7F05-42E7-A6C0-1A81103E4C90},Perennial,16000.907694056617,line:9155b343-5921-4302-b793-821a91240598,Unknown
924,88985611,Wed Jul 28 2021 13:52:00 GMT-0700 (PDT),2021-07-28,2021-07-28 20:52:00 UTC,Pacific Time (US & Canada),4183753,jenn_o,,2021-07-28 20:57:21 UTC,2021-12-10 21:55:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88985611,https://inaturalist-open-data.s3.amazonaws.com/photos/146893147/medium.jpg,NA,,,1,0,false,3,"S 312th St, Federal Way, WA, US",47.3216152263,-122.2999921308,9,,NA,NA,9,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),Not Sure,30-59% of the canopy is unhealthy,NA,4-6,80,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)",Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No selection,Not sure,4,No Selection,Sap dripping from multiple exit holes.,Unhealthy,Dead Top,721.2607967886698,line:165398825,Intermittent,63283.429510831156,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,721.2607967886698,line:165398825,Intermittent,721.2607967886698,line:165398825,Intermittent,721.2607967886698,line:165398825,Intermittent,1453.3451910802153,line:165398778,Perennial,4256.914733897152,line:165398790,Unknown
925,89124620,Wed Jul 28 2021 12:54:42 GMT-0700 (PDT),2021-07-28,2021-07-28 19:54:42 UTC,Pacific Time (US & Canada),2337177,schallle,Lecia Schall,2021-07-29 22:53:41 UTC,2022-03-15 09:26:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89124620,https://inaturalist-open-data.s3.amazonaws.com/photos/147140360/medium.jpg,NA,,,1,0,false,3,"Multnomah County, US-OR, US",45.4964751704,-122.2868805473,10,,NA,NA,10,,open,false,,,,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",NA,More than 10,20,Not sure,,Medium (can wrap arms around trunk),Other,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),Not sure,This is the first time I have seen this tree,7,Yes,I included this first observation as a standard for a mostly healthy tree as comparison.,Healthy,Healthy,271.37267243255326,line:149935508,Intermittent,10550.280151941692,line:{BB8ACB40-BF7D-4F04-AA77-2109A26311D6},Ephemeral,271.37267243255326,line:149935508,Intermittent,271.37267243255326,line:149935508,Intermittent,271.37267243255326,line:149935508,Intermittent,691.740621371373,line:{6599CC8E-43F9-4B1E-842C-FFF5768DDC9E},Perennial,60531.04914065462,line:164355859,Unknown
926,89124631,Wed Jul 28 2021 12:54:59 GMT-0700 (PDT),2021-07-28,2021-07-28 19:54:59 UTC,Pacific Time (US & Canada),2337177,schallle,Lecia Schall,2021-07-29 22:53:51 UTC,2022-03-15 09:23:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89124631,https://inaturalist-open-data.s3.amazonaws.com/photos/147140408/medium.jpg,NA,,,1,0,false,3,"Multnomah County, US-OR, US",45.4965594504,-122.2869015859,10,,NA,NA,10,,open,false,,,,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Not Sure,1-29% of the canopy is unhealthy,NA,More than 10,20,Not sure,Other (please describe in Notes),Medium (can wrap arms around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),Yes (please identify other species in notes),Symptoms first observed in 2019,20,Maybe,"These trees have thick layers of moss, showing the normally wet site conditions.  However, the lower branches have become very brittle and break off like toothpicks. The other mosses and conifers and maples are suffering as well",Unhealthy,Thinning Canopy,261.85906256523475,line:149935508,Intermittent,10544.289517788562,line:{BB8ACB40-BF7D-4F04-AA77-2109A26311D6},Ephemeral,261.85906256523475,line:149935508,Intermittent,261.85906256523475,line:149935508,Intermittent,261.85906256523475,line:149935508,Intermittent,692.6696511719273,line:{6599CC8E-43F9-4B1E-842C-FFF5768DDC9E},Perennial,60521.53560848833,line:164355859,Unknown
927,89124659,Wed Jul 28 2021 13:00:47 GMT-0700 (PDT),2021-07-28,2021-07-28 20:00:47 UTC,Pacific Time (US & Canada),2337177,schallle,Lecia Schall,2021-07-29 22:54:11 UTC,2022-03-15 09:19:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89124659,https://inaturalist-open-data.s3.amazonaws.com/photos/147140436/medium.jpg,NA,,,1,0,false,3,"Multnomah County, US-OR, US",45.4969075509,-122.28790381,5,,NA,NA,5,,open,false,,,,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',Yes (please include photo),1-29% of the canopy is unhealthy,NA,4-6,15,Not sure,"Needle or leaf disease (dieback, checking, blight, etc.)",Medium (can wrap arms around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,,Other (please describe in Notes),Not sure,Symptoms first observed in 2021,15,Yes,"This specimen is in the same campground area as the others, near the river, but on a high level pumice plateau.  The damage on this particular tree seems to be caused by its direct exposure to sunlight during the June heat waves.",Unhealthy,Other,222.36440765602293,line:149935508,Intermittent,10457.20912353091,line:{BB8ACB40-BF7D-4F04-AA77-2109A26311D6},Ephemeral,222.36440765602293,line:149935508,Intermittent,222.36440765602293,line:149935508,Intermittent,222.36440765602293,line:149935508,Intermittent,769.2065273528547,line:{6599CC8E-43F9-4B1E-842C-FFF5768DDC9E},Perennial,60469.364926327886,line:164355859,Unknown
930,89253731,2021-07-30 15:52:20,2021-07-30,2021-07-30 22:52:20 UTC,Pacific Time (US & Canada),4802313,andy_hines,Andy Hines,2021-07-30 22:54:29 UTC,2021-12-10 21:55:43 UTC,research,,https://www.inaturalist.org/observations/89253731,https://static.inaturalist.org/photos/147370938/medium.jpeg,NA,,,1,0,false,2,"Pioneer Way E & Fruitland, Puyallup, WA 98371, USA",47.188874,-122.32940942,4,,NA,NA,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,30-59% of the canopy is unhealthy,NA,0,50,No,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,,Unhealthy,Dead Top,241.49150282300366,line:165517710,Intermittent,68032.9779922375,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,241.49150282300366,line:165517710,Intermittent,241.49150282300366,line:165517710,Intermittent,241.49150282300366,line:165517710,Intermittent,394.6946925187484,line:165518902,Perennial,15337.413591854915,line:165399014,Unknown
931,89262685,2021-07-30 17:21:25,2021-07-30,2021-07-30 17:21:25 UTC,UTC,4802313,andy_hines,Andy Hines,2021-07-31 00:22:04 UTC,2021-12-10 21:55:36 UTC,research,,https://www.inaturalist.org/observations/89262685,https://static.inaturalist.org/photos/147385881/medium.jpeg,NA,,,1,0,false,2,"Bonney Lake, WA, USA",47.19470027,-122.15780066,10,,NA,NA,10,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,4-6,0,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,Set of trees in background seem to be affected with tree top die off.,Healthy,Healthy,217.62760010377454,line:165519047,Intermittent,55469.80207072806,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,217.62760010377454,line:165519047,Intermittent,217.62760010377454,line:165519047,Intermittent,217.62760010377454,line:165519047,Intermittent,805.0241979406236,line:130845102,Perennial,11596.125559187729,line:165398660,Unknown
932,89281926,Thu Jul 29 2021 19:07:40 GMT-0700 (PDT),2021-07-29,2021-07-30 02:07:40 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-07-31 04:22:38 UTC,2022-02-17 06:00:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/89281926,https://inaturalist-open-data.s3.amazonaws.com/photos/147423873/medium.jpg,NA,,,1,0,true,3,"S Fawcett Ave, Tacoma, WA, US",47.2453633333,-122.4411,3,,NA,NA,3,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,Maybe,30-59% of the canopy is unhealthy,NA,0,100,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Other,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No selection,Symptoms first observed in 2021,15,No Selection,Middle of a parking lot,Unhealthy,Other,592.1193636324991,line:{F19155F3-EDDC-4321-8CDF-520141D516BE},Perennial,74861.65070500091,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,804.399175691076,line:155182737,Intermittent,592.1193636324991,line:{F19155F3-EDDC-4321-8CDF-520141D516BE},Perennial,592.1193636324991,line:{F19155F3-EDDC-4321-8CDF-520141D516BE},Perennial,592.1193636324991,line:{F19155F3-EDDC-4321-8CDF-520141D516BE},Perennial,16747.3965968191,line:165399014,Unknown
933,89282903,Thu Jul 29 2021 16:17:33 GMT-0700 (PDT),2021-07-29,2021-07-29 23:17:33 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-07-31 04:39:43 UTC,2022-02-17 05:59:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89282903,https://inaturalist-open-data.s3.amazonaws.com/photos/147424676/medium.jpg,NA,,,1,0,false,3,"Wapato Park, Tacoma, WA, US",47.1968533333,-122.4554366667,4,,NA,NA,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,Maybe,tree is dead,NA,2-3,50,Not sure,No selection,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Other,,Area is flat (e.g. field),No selection,Symptoms first observed in 2021,25,No Selection,,Unhealthy,Other,1569.6950207890313,line:78a2ea06-309e-4a36-9f62-94e9eb0be525,Intermittent,77013.51906163334,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,1569.6950207890313,line:78a2ea06-309e-4a36-9f62-94e9eb0be525,Intermittent,1569.6950207890313,line:78a2ea06-309e-4a36-9f62-94e9eb0be525,Intermittent,1569.6950207890313,line:78a2ea06-309e-4a36-9f62-94e9eb0be525,Intermittent,2859.55410348165,line:155186127,Perennial,20624.541192731776,line:165399014,Unknown
934,89374851,2021-07-31 12:47:15,2021-07-31,2021-07-31 19:47:15 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-07-31 20:10:36 UTC,2022-08-21 03:27:06 UTC,research,,https://www.inaturalist.org/observations/89374851,https://static.inaturalist.org/photos/147581668/medium.jpeg,NA,,Healthy,1,0,false,2,"Lummi Island, WA 98262, USA",48.6967361353,-122.6822545007,19,,NA,NA,19,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,No selection,Urban,Forest edge,"Low - fairly natural, not much development",No Selection,,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,82.94447390592731,line:{D7170F7C-6A02-4594-AE91-6AF4DBEDFFA4},Perennial,27575.23365567716,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,399.9729753647047,line:152291355,Intermittent,82.94447390592731,line:{D7170F7C-6A02-4594-AE91-6AF4DBEDFFA4},Perennial,82.94447390592731,line:{D7170F7C-6A02-4594-AE91-6AF4DBEDFFA4},Perennial,82.94447390592731,line:{D7170F7C-6A02-4594-AE91-6AF4DBEDFFA4},Perennial,33959.94935844182,line:D8703879-F3CF-467C-B6F5-26C6D7D2C264,Unknown
936,89437680,Sat Jul 31 2021 14:02:14 GMT-0700 (PDT),2021-07-31,2021-07-31 21:02:14 UTC,Pacific Time (US & Canada),5717,richard_olmstead,Richard Olmstead,2021-08-01 05:23:34 UTC,2021-09-03 19:03:24 UTC,casual,CC-BY,https://www.inaturalist.org/observations/89437680,https://static.inaturalist.org/photos/147695650/medium.jpg,NA,,,1,0,true,3,"NE 182nd St, Lake Forest Park, WA, US",47.7612916667,-122.2968,5,,NA,NA,5,,open,false,,,,King,Washington,United States,Washington,King,Lawson's cypress,Chamaecyparis lawsoniana,Lawson's cypress,Plantae,76237,Browning Canopy,,tree is dead,NA,0,0,"Yes (please elaborate in Notes, add Picture if possible)","Animal damage (woodpecker/sapsucker holes, bark peeling)",Medium (can wrap arms around trunk),Suburban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No,This is the first time I have seen this tree,5,,small holes in trunk ca. 1 m above ground possibly woodpecker drill holes; see photo,Unhealthy,Other,113.29267829272013,line:148895559,Perennial,76463.54184003378,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,274.8190298746914,line:148887703,Intermittent,113.29267829272013,line:148895559,Perennial,113.29267829272013,line:148895559,Perennial,113.29267829272013,line:148895559,Perennial,24670.28751585894,line:b8ac4971-7ee7-4076-8183-236e2cb8e648,Unknown
937,89489533,2021-08-01 08:31:18,2021-08-01,2021-08-01 15:31:18 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-08-01 15:35:00 UTC,2022-08-21 03:27:34 UTC,research,,https://www.inaturalist.org/observations/89489533,https://static.inaturalist.org/photos/147786768/medium.jpeg,NA,,Thin canopy,1,0,false,2,"Lummi Island, Washington, USA",48.6812376385,-122.6332371309,8,,NA,NA,8,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No selection,30-59% of the canopy is unhealthy,NA,0,0,Not sure,No selection,No selection,Other,Forest edge,"Low - fairly natural, not much development",No Selection,,No selection,No selection,No selection,,No Selection,,Unhealthy,Thinning Canopy,0.6406309025914971,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,29305.647959217087,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,1793.361803680926,line:165170632,Intermittent,0.6406309025914971,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,0.6406309025914971,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,0.6406309025914971,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,35731.71042705152,line:8C3E83F5-11F0-41FD-9F29-654FC00C4EA1,Unknown
938,89490980,2021-08-01 08:40:29,2021-08-01,2021-08-01 15:40:29 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-08-01 15:44:23 UTC,2022-08-21 03:27:36 UTC,research,,https://www.inaturalist.org/observations/89490980,https://static.inaturalist.org/photos/147789409/medium.jpeg,NA,,"Dead top, thin canopy",1,0,false,2,"Lummi Island, WA 98262, USA",48.6782958295,-122.6286207139,96,,NA,NA,96,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,1-29% of the canopy is unhealthy,NA,0,10,Not sure,No selection,No selection,Other,Forest edge,"Low - fairly natural, not much development",No Selection,,No selection,No selection,No selection,,No Selection,,Unhealthy,Dead Top,9.718404345297817,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,29655.441178925772,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,2238.7554723060407,line:165170632,Intermittent,9.718404345297817,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,9.718404345297817,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,9.718404345297817,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,36066.97728785133,line:8C3E83F5-11F0-41FD-9F29-654FC00C4EA1,Unknown
939,89493524,2021-08-01 08:58:08,2021-08-01,2021-08-01 15:58:08 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-08-01 15:59:48 UTC,2022-08-21 03:27:39 UTC,research,,https://www.inaturalist.org/observations/89493524,https://static.inaturalist.org/photos/147794039/medium.jpeg,NA,,Healthy,1,0,false,2,"Inati Bay, Unnamed Road, Lummi Island, WA 98262, USA",48.6707664156,-122.6226340234,8,,NA,NA,8,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,No selection,Other,Forest edge,"None - natural forest, far from development",No Selection,,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,9.358861526517474,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,30525.40490557956,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,3060.159979047693,line:165170632,Intermittent,9.358861526517474,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,9.358861526517474,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,9.358861526517474,line:{D7261C75-2B73-4EBC-B645-3B64811F8434},Perennial,36918.88576884126,line:8C3E83F5-11F0-41FD-9F29-654FC00C4EA1,Unknown
